timestamp,age,gender,college,year_of_study,gpa_range,currently_employed,leisure_hours,self_study_hours,study_environment,sleep_hours,impact_on_learning_progress,far_away_deadlines,study_plan,start_early_when_necessary,difficult_to_maintain,data_quality_check,comfort_or_convenience,peers_consider_normal,control_over_habit,sooner_next_month,delay_until_deadline,focus_frequency,delay_unenjoyable_assignments,referrer
15/05/2026 15:14:24,18,Male,CECS (Engineering & Computer Science),1st Year,3.5 – 4.0,No,8.0,8.0,"Private space (i.e. bedroom, home office)",12.0,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Disagree,Disagree,Agree,4.0,3.0,"Đặng Tuấn Kiệt, Lê Huy Tâm, Hỏa Thúy Quỳnh, Ong Quỳnh Trâm, Đỗ Vĩnh Nhi, Bùi Duy Linh, Lê Công Duy, Phan Minh Đức, Nguyễn Trọng Nhân, Nguyễn Hà My, Nguyễn Cảnh Kỳ"
15/05/2026 15:15:55,18,Female,Non-VinUnian,1st Year,3.0 – 3.49,Yes,4.0,4.0,Cafes,8.0,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Disagree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Disagree,5.0,6.0,Nguyễn Hà My
15/05/2026 15:16:18,18,Male,CECS (Engineering & Computer Science),1st Year,2.0 – 2.49,Yes,20.0,17.0,"Private space (i.e. bedroom, home office)",20.0,Strongly Disagree,Disagree,Somewhat Disagree,Disagree,Neutral,Somewhat Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,4.0,2.0,Hỏa Thúy Quỳnh
15/05/2026 15:20:03,19,Female,Non-VinUnian,3rd Year,3.5 – 4.0,No,8.0,3.0,"Private space (i.e. bedroom, home office)",11.0,Somewhat Agree,Agree,Somewhat Agree,Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,4.0,4.0,Ong Quỳnh Trâm
15/05/2026 15:35:14,18,Male,CBM (Business and Management),1st Year,3.0 – 3.49,No,7.0,5.0,"Private space (i.e. bedroom, home office)",6.0,Strongly Agree,Strongly Agree,Neutral,Somewhat Disagree,Agree,Somewhat Disagree,Somewhat Agree,Agree,Disagree,Neutral,Agree,5.0,7.0,Đặng Tuấn Kiệt
15/05/2026 15:37:29,19,Male,CECS (Engineering & Computer Science),1st Year,3.0 – 3.49,No,3.0,8.0,"Private space (i.e. bedroom, home office)",8.0,Somewhat Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,4.0,4.0,Đặng Tuấn Kiệt
15/05/2026 16:28:17,19,Female,Non-VinUnian,1st Year,3.5 – 4.0,Yes,2.0,4.0,"Private space (i.e. bedroom, home office)",8.0,Strongly Agree,Somewhat Agree,Agree,Strongly Agree,Neutral,Somewhat Disagree,Agree,Neutral,Somewhat Agree,Agree,Somewhat Disagree,5.0,5.0,Ong Quỳnh Trâm
15/05/2026 16:34:59,18,Female,CHS (Health Science),1st Year,3.0 – 3.49,No,4.0,3.0,Open learning space (i.e. university library),7.0,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,4.0,4.0,Đặng Tuấn Kiệt
15/05/2026 18:09:31,19,Male,CBM (Business and Management),1st Year,< 2.0,No,2.0,3.0,Collaborative space (i.e. group study room),8.0,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4.0,1.0,Đặng Tuấn Kiệt
15/05/2026 20:59:02,18,Female,CBM (Business and Management),1st Year,3.0 – 3.49,Yes,2.5,7.0,"all places above, and all places possible like pantry rooms, JA102, etc",6.0,Strongly Agree,Somewhat Agree,Strongly Agree,Agree,Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Disagree,5.0,7.0,Hỏa Thúy Quỳnh
15/05/2026 21:12:20,18,Female,CHS (Health Science),1st Year,3.0 – 3.49,No,7.0,5.0,"Private space (i.e. bedroom, home office)",7.0,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,5.0,5.0,"Hỏa Thúy Quỳnh, Ong Quỳnh Trâm"
15/05/2026 21:12:27,18,Male,CAS (Arts and Sciences),1st Year,3.5 – 4.0,No,15.0,20.0,"Private space (i.e. bedroom, home office)",8.0,Strongly Agree,Somewhat Agree,Neutral,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Strongly Agree,Neutral,6.0,5.0,Hỏa Thúy Quỳnh
15/05/2026 21:38:51,18,Female,Non-VinUnian,1st Year,3.5 – 4.0,No,5.0,4.0,Open learning space (i.e. university library),9.0,Agree,Disagree,Neutral,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Disagree,2.0,2.0,"Lê Huy Tâm, Phan Minh Đức"
15/05/2026 22:09:05,19,Male,Non-VinUnian,1st Year,3.5 – 4.0,No,5.0,4.0,Open learning space (i.e. university library),8.0,Agree,Strongly Agree,Somewhat Agree,Disagree,Agree,Somewhat Disagree,Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,3.0,6.0,Lê Huy Tâm
16/05/2026 0:51:48,20,Male,CHS (Health Science),1st Year,3.5 – 4.0,Yes,4.0,8.0,"Private space (i.e. bedroom, home office)",5.0,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Agree,Somewhat Agree,Agree,Agree,5.0,6.0,Lê Huy Tâm
16/05/2026 0:53:10,18,Female,CBM (Business and Management),1st Year,3.0 – 3.49,Yes,6.0,5.0,Collaborative space (i.e. group study room),6.0,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Agree,Neutral,Disagree,Agree,Strongly Agree,4.0,7.0,Hỏa Thúy Quỳnh
16/05/2026 15:55:40,18,Female,CBM (Business and Management),1st Year,3.5 – 4.0,No,6.0,8.0,Cafes,8.0,Strongly Agree,Disagree,Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Strongly Agree,Agree,Agree,5.0,3.0,Hỏa Thúy Quỳnh
16/05/2026 16:43:56,18,Female,CAS (Arts and Sciences),1st Year,3.5 – 4.0,Yes,4.0,2.0,"Private space (i.e. bedroom, home office)",7.0,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,5.0,6.0,Ong Quỳnh Trâm
16/05/2026 16:45:51,19,Female,CBM (Business and Management),1st Year,3.5 – 4.0,Yes,8.0,9.0,"Private space (i.e. bedroom, home office)",7.0,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,6.0,4.0,Ong Quỳnh Trâm
16/05/2026 16:45:59,19,Female,CBM (Business and Management),1st Year,3.0 – 3.49,Yes,7.0,3.0,Open learning space (i.e. university library),8.0,Strongly Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,5.0,4.0,Ong Quỳnh Trâm
